sku,name,shortDescription,longDescription,tags,categories,attributes,attributeValues,filters,ragularPrice,quantity,manageStock,shippingWeight,thumbnails,image,status,stockStatus
SKU152,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Peach|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_109.0.jpg|| 331n_109.1.jpg,331n_109.0.jpg,live,in
SKU153,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Peach|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_94.0.jpg|| 331n_94.1.jpg,331n_94.0.jpg,live,in
SKU154,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Peach|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_27.0.jpg|| 331n_27.1.jpg,331n_27.0.jpg,live,in
SKU155,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Fuchsia|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_53.0.jpg|| 331n_53.1.jpg,331n_53.0.jpg,live,in
SKU156,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Purple|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_141.0.jpg|| 331n_141.1.jpg,331n_141.0.jpg,live,in
SKU157,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Navy Blue|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_16.0.jpg|| 331n_16.1.jpg,331n_16.0.jpg,live,in
SKU158,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Blue|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331_110.0.jpg|| 331_110.1.jpg,331_110.0.jpg,live,in
SKU159,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Turquoise Blue|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331_143.0.jpg|| 331_143.1.jpg,331_143.0.jpg,live,in
SKU160,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Teal|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_14.0.jpg|| 331n_14.1.jpg,331n_14.0.jpg,live,in
SKU161,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Green|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_102.0.jpg|| 331n_102.1.jpg,331n_102.0.jpg,live,in
SKU162,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Ochre/Mustard|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_52.0.jpg|| 331n_52.1.jpg,331n_52.0.jpg,live,in
SKU163,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Brown|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_86.0.jpg|| 331n_86.1.jpg,331n_86.0.jpg,live,in
SKU164,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Brown|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_108.0.jpg|| 331n_108.1.jpg,331n_108.0.jpg,live,in
SKU165,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Brown|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_118.0.jpg|| 331n_118.1.jpg,331n_118.0.jpg,live,in
SKU166,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Brown|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_122.0.jpg|| 331n_122.1.jpg,331n_122.0.jpg,live,in
SKU167,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Brown|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_83.0.jpg|| 331n_83.1.jpg,331n_83.0.jpg,live,in
SKU168,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Grey|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_126.0.jpg|| 331n_126.1.jpg,331n_126.0.jpg,live,in
SKU169,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Brown|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_75.0.jpg|| 331n_75.1.jpg,331n_75.0.jpg,live,in
SKU170,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Charcoal|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_127.0.jpg|| 331n_127.1.jpg,331n_127.0.jpg,live,in
SKU171,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Pink|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_28.0.jpg|| 331n_28.1.jpg,331n_28.0.jpg,live,in
SKU172,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Gold|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_82.0.jpg|| 331n_82.1.jpg,331n_82.0.jpg,live,in
SKU173,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Green|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_06.0.jpg|| 331n_06.1.jpg,331n_06.0.jpg,live,in
SKU174,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Sea Green|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_12.0.jpg|| 331n_12.1.jpg,331n_12.0.jpg,live,in
SKU175,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Green|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_19.0.jpg|| 331n_19.1.jpg,331n_19.0.jpg,live,in
SKU176,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Lime|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_65.0.jpg|| 331n_65.1.jpg,331n_65.0.jpg,live,in
SKU177,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| White|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_100.0.jpg|| 331n_100.1.jpg,331n_100.0.jpg,live,in
SKU178,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Blue|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_08.0.jpg|| 331n_08.1.jpg,331n_08.0.jpg,live,in
SKU179,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Blue|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_46.0.jpg|| 331n_46.1.jpg,331n_46.0.jpg,live,in
SKU180,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Black|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_13.0.jpg|| 331n_13.1.jpg,331n_13.0.jpg,live,in
SKU181,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Green|| Silk Chiffon_331N|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331n_136.0.jpg|| 331n_136.1.jpg,331n_136.0.jpg,live,in
SKU182,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Fuchsia|| Silk Chiffon_331|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331_21.0.jpg|| 331_21.1.jpg,331_21.0.jpg,live,in
SKU183,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Fuchsia|| Silk Chiffon_331|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331_29.0.jpg|| 331_29.1.jpg,331_29.0.jpg,live,in
SKU184,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Purple|| Silk Chiffon_331|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331_88.0.jpg|| 331_88.1.jpg,331_88.0.jpg,live,in
SKU185,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Pink|| Silk Chiffon_331|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331_90.0.jpg|| 331_90.1.jpg,331_90.0.jpg,live,in
SKU186,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Purple|| Silk Chiffon_331|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331_149.0.jpg|| 331_149.1.jpg,331_149.0.jpg,live,in
SKU187,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Blue|| Silk Chiffon_331|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,325,32.5,no,1.46,331_47.0.jpg|| 331_47.1.jpg,331_47.0.jpg,live,in
